Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2015-01-01,213.7008819580078,214.22838041397185,212.1296344469671,213.46519757138992,3544940
2015-01-02,216.6750030517578,217.57285866469388,213.33049911368462,213.33049911368462,5900384
2015-01-05,214.8455810546875,217.85338844623516,214.38541919872492,217.7299360678834,4796000
2015-01-06,211.5010986328125,214.71092949367608,210.4461156183527,214.13854931886775,8219680
2015-01-07,212.11839294433594,213.54373327928286,210.15433375040692,210.92873697262257,5746112
2015-01-08,216.573974609375,217.4942847607382,212.83665913306953,214.19466290134008,9525824
2015-01-09,218.99819946289062,219.97461190299686,216.9667903009825,218.38092376622404,8985184
2015-01-12,217.06781005859375,218.71762793081407,216.4954298581047,217.59530843958493,4126412
2015-01-13,216.23727416992188,218.16767176564062,214.52013370126895,217.4942801229874,5828348
2015-01-14,216.36074829101562,218.77373510003898,215.4179972162897,215.49655409743832,3685232
2015-01-15,222.9263153076172,224.05985519923544,217.89831874851353,222.21924858205347,11398476
2015-01-16,224.7669219970703,227.80841881862418,224.13842581371873,224.9577245332128,7821308
2015-01-19,225.48521423339844,228.95318432422982,225.1260774635539,227.43805295737832,4239492
2015-01-20,229.16641235351562,230.52441615460287,224.91281887722695,226.70853000598723,8505804
2015-01-21,228.94195556640625,231.85997254099806,228.58280510939667,230.6142143469916,6740612
2015-01-22,229.23374938964844,231.75896817117456,228.62769414204445,230.0754889834905,6470680
2015-01-23,234.07095336914062,235.23815462660275,229.94081234981954,231.19780464255805,9987912
2015-01-27,241.08544921875,241.91595464196766,233.64446587146867,234.1158345549267,9962400
2015-01-28,237.56137084960938,245.38393254021386,236.80942224010766,240.1763808501566,11364940
2015-01-29,245.78793334960938,247.04492551954166,238.1561619031375,241.29865602815534,20567616
2015-01-30,241.826171875,245.6869673104532,238.88570032964142,245.6869673104532,10570416
2015-02-02,242.7801513671875,245.33904533474364,236.2145822216786,239.8396797256849,5710352
2015-02-03,238.85205078125,242.9148422359826,236.87678473383662,242.08433669564914,10200688
2015-02-04,239.6601104736328,242.60060967293163,237.314473528022,238.60514103597765,6197512
2015-02-05,241.6353759765625,245.2941483193589,240.25491758217603,241.2986801438037,8059148
2015-02-06,236.47276306152344,242.1853594292445,235.6983734212381,241.74766570219342,6903120
2015-02-09,233.4648895263672,236.07989935874062,232.2078972061965,235.01369586746037,5231896
2015-02-10,236.6859588623047,238.44802247553483,231.19782722474298,231.19782722474298,9275752
2015-02-11,237.5726318359375,239.0092064852104,236.36052111935152,237.48284078278624,4161588
2015-02-12,241.52317810058594,242.84752070965231,236.29315780052312,239.07651589068038,5525740
2015-02-13,239.23362731933594,242.8699314136218,238.73979031616125,242.69034933967146,7714500
2015-02-16,239.62644958496094,243.54333371544027,238.49289591949795,241.47827677680644,7388716
2015-02-18,241.2537841796875,243.0831428434393,237.26955039233468,239.6264210834448,5381692
2015-02-19,242.37612915039062,243.5208895554513,238.78470676564916,241.07422757577052,4507004
2015-02-20,240.8609619140625,244.64317256890533,239.83964036555224,243.09436641637163,6206024
2015-02-23,239.615234375,242.76896340819098,238.38068281615926,241.7700825249004,5581564
2015-02-24,239.64891052246094,240.40085917706557,237.28080519786593,240.2437453926578,5846288
2015-02-25,236.23699951171875,241.2537891492947,235.6870739659486,240.1763515653,4648524
2015-02-26,233.02720642089844,237.03388161008405,232.34258055647535,236.50639691801615,12426944
2015-02-27,236.5849151611328,237.6062367132969,234.66573814346154,234.66573814346154,10261784
2015-03-02,242.99337768554688,246.6857974515829,239.72741735968202,242.4995407226707,14385232
2015-03-03,243.1729278564453,245.11454581019996,241.7588219169959,243.86876037271801,6029348
2015-03-04,239.12142944335938,248.99784210952018,237.93175968478292,248.03263627517464,12277624
2015-03-05,243.56581115722656,244.66568992227482,238.49293169029082,239.0540915295621,9702452
2015-03-09,237.707275390625,242.8250633846824,237.03388367563738,241.75885983595205,5755808
2015-03-10,236.25949096679688,238.43677985564494,234.5647775468571,238.38066388015525,5134836
2015-03-11,237.13487243652344,238.35821711236184,235.68709126462053,235.8891142514944,5465536
2015-03-12,236.71961975097656,238.80714494842036,235.9339961132858,237.95417118163346,7530836
2015-03-13,234.03729248046875,238.82959129949472,232.23034711245927,237.93173569310565,5426780
2015-03-16,236.03501892089844,237.4603591690819,234.0036097181105,234.56476945364557,5348772
2015-03-17,237.49398803710938,239.2560237838712,234.08212106848956,237.9316815855376,5369304
2015-03-18,238.72860717773438,240.60287538334947,236.40538374283102,237.96542438851463,5148332
2015-03-19,236.18093872070312,241.0293815810456,235.39531495727127,240.4008716101472,5373572
2015-03-20,237.01145935058594,237.81952398504126,234.77802689936053,235.91158065906404,6483236
2015-03-23,235.18206787109375,237.79707797125883,234.7892560182907,237.02266102121885,5446740
2015-03-24,232.98226928710938,237.25831708786876,232.42110959674073,234.1831729447987,8973564
2015-03-25,232.15179443359375,234.94635909896616,231.4447276506745,233.45369604659996,10608900
2015-03-26,226.02391052246094,231.6916098879723,224.9352524659661,230.50196774411071,35800620
2015-03-27,227.7522735595703,229.74999380336902,226.2820242355306,227.81960998123768,10840896
2015-03-30,232.74661254882812,233.21798123679625,227.33702459069113,228.95316733544965,6955144
2015-03-31,229.55923461914062,233.42001646186802,227.79718477367166,233.42001646186802,5962256
2015-04-01,231.92735290527344,232.73541756355564,227.38195837700653,230.32243034484605,3844196
2015-04-06,231.63551330566406,232.73539190837414,228.9082851094497,232.3201391686798,7151172
2015-04-07,231.81509399414062,233.03841129568667,229.7724779730334,231.92732594475507,6197072
2015-04-08,232.44361877441406,233.99239787184763,231.20906723853608,233.45370639467788,4106144
2015-04-09,237.05633544921875,237.70728628361255,231.19783274043525,233.04966004151154,7002784
