Price,Close,High,Low,Open,Volume
Ticker,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS
Date,,,,,
2015-01-01,3032.034912109375,3049.5060404662127,3013.429294898197,3013.429294898197,299232
2015-01-02,3049.1435546875,3070.3811006268334,3040.8843859444887,3049.506502543943,233924
2015-01-05,3129.192626953125,3148.7512593994493,3064.07296577666,3069.4730884850783,536747
2015-01-06,3081.498291015625,3121.205396598994,3069.9265059599,3121.205396598994,422743
2015-01-07,3120.0712890625,3139.312175974257,3069.518509350901,3085.8097252018033,369241
2015-01-08,3154.3330078125,3185.236530452748,3125.74388689577,3144.8033008402567,422022
2015-01-09,3147.707275390625,3183.557122322293,3112.9919172859086,3176.5687154642414,194054
2015-01-12,3142.89697265625,3161.729487029096,3126.7872314457427,3149.3409577723914,152803
2015-01-13,3147.752685546875,3190.182567490021,3142.171089174529,3161.86577080864,237771
2015-01-14,3191.090576171875,3204.7044438176595,3141.4453831395567,3151.0205143664,429069
2015-01-15,3290.744140625,3302.4065543254187,3212.8727731628733,3222.266430496021,670686
2015-01-16,3282.393798828125,3290.017474827513,3260.1123947860838,3281.1684623090114,379075
2015-01-19,3291.15185546875,3305.9002091816396,3281.122930628018,3292.467818099472,192537
2015-01-20,3272.365234375,3300.0013398939477,3253.2603968233925,3283.664699597443,333315
2015-01-21,3298.821533203125,3349.0113684885896,3260.0674351249363,3288.2027609848674,402419
2015-01-22,3264.832275390625,3310.8925264090626,3260.1582695842494,3310.8925264090626,318883
2015-01-23,3273.408447265625,3303.4043744237392,3244.6378566013786,3298.185726122912,337571
2015-01-27,3347.104736328125,3362.3523093350345,3253.849761745125,3308.1237474729005,1278436
2015-01-28,3381.5029296875,3411.181114034272,3350.826306509121,3350.826306509121,672705
2015-01-29,3347.92236328125,3398.9289428879183,3337.2127431238655,3398.9289428879183,603103
2015-01-30,3310.302490234375,3395.298308194908,3291.4245510211954,3358.0870730609886,284786
2015-02-02,3330.360107421875,3380.7768371890825,3285.4797719797257,3310.302477120963,319679
2015-02-03,3274.452392578125,3365.347545777254,3267.3277143468486,3365.347545777254,220676
2015-02-04,3228.80078125,3298.1860769401014,3222.4022196411197,3285.479801464823,203545
2015-02-05,3197.171142578125,3264.60520602324,3183.829597645128,3248.268566126543,379633
2015-02-06,3178.9287109375,3206.973187608257,3167.4929743180464,3203.569720945308,198214
2015-02-09,3096.0654296875,3174.027413169832,3085.8096063856015,3167.49280184875,286868
2015-02-10,3080.227783203125,3156.6014767059846,3049.505739428438,3079.456242226396,547537
2015-02-11,3135.5,3150.066879832285,3091.254938852305,3091.254938852305,341769
2015-02-12,3223.6728515625,3230.7975305772065,3147.526044256409,3147.526044256409,436882
2015-02-13,3282.711181640625,3291.8325153912983,3204.9761021051286,3235.5618741025582,321186
2015-02-16,3242.006103515625,3312.7073582277803,3232.3855496789697,3285.479626516319,260901
2015-02-18,3235.51708984375,3252.806745909046,3219.2712965695137,3244.6384253975557,161803
2015-02-19,3262.926025390625,3280.9417971966627,3232.9755193581245,3244.6381535209043,214789
2015-02-20,3219.543212890625,3280.034067986213,3214.687512121518,3276.4037037715075,240749
2015-02-23,3218.2275390625,3244.6385315456355,3206.383651197267,3231.9322547787438,163132
