date,close,high,low,open,volume
2020-07-09,453.88043212890625,458.82466329048395,452.37361307448407,456.3289807596364,3184268
2020-07-10,465.1343688964844,469.8431598930881,454.9162866858183,456.42310555276737,14898919
2020-07-13,470.5965270996094,472.4800432717268,463.62749427063414,466.1702525990631,7504299
2020-07-14,463.439208984375,474.55194408084316,461.5556926127581,470.87909290422596,6996801
2020-07-15,466.2644958496094,470.3140446594085,463.533402786709,465.41691920804436,4710170
2020-07-16,470.5965270996094,476.48251513747635,462.0265227684399,467.1120106851218,11263548
2020-07-17,474.2694091796875,479.8728529173487,468.38342075346065,470.50237658690236,9592466
2020-07-20,455.6225891113281,472.6684176600954,453.55073839070536,472.6684176600954,16111398
2020-07-21,449.4541015625,459.766365362625,447.33514560961237,459.5780022262965,8470749
2020-07-22,446.6759033203125,459.5780021724553,444.13317342125293,451.7143154446243,9848007
2020-07-23,448.27691650390625,453.78620788544623,446.44047646333286,450.1133565444797,5416291
2020-07-24,457.3177795410156,468.8072121327286,453.2211256957816,461.4615097993413,19812185
2020-07-27,447.8060302734375,459.2013103985683,441.6846018890477,456.61147531286497,6112617
2020-07-28,454.4925231933594,455.57553939945126,445.6870780791531,447.8060340763598,5917155
2020-07-29,464.2867431640625,467.394533397082,455.95217823346746,457.4119205321459,8531803
2020-07-30,480.24957275390625,483.31028669466116,458.91872799004165,464.4751239823233,17534819
2020-07-31,500.73284912109375,509.49118893198585,477.9422890628148,484.2991569469015,41253676
2020-08-03,489.1492004394531,508.7377582366129,486.7005947895862,502.99299909990424,25348229
2020-08-04,498.14300537109375,501.39208261793357,487.1244230680692,491.59777446405434,11950138
2020-08-05,498.0487365722656,506.66584597835026,496.3535835278879,506.5716931626882,10928555
2020-08-06,501.25079345703125,509.91498024630096,495.5060915265105,502.8047174528458,10919796
2020-08-07,495.3177185058594,504.2644210756721,492.1627941640798,501.29785986301255,7275403
2020-08-10,512.1751708984375,518.7204018438786,495.36481012493437,495.36481012493437,16271180
2020-08-11,509.5382995605469,517.5903212583272,503.9348263681673,516.0835310212134,7774058
2020-08-12,501.1566467285156,509.2557442176891,498.89640406716745,509.2557442176891,7405695
2020-08-13,490.4676208496094,504.7352794601018,488.8195441280177,501.1566100750022,8729438
2020-08-14,500.40325927734375,504.78245844819185,491.59784199618684,493.0104794731874,11787355
2020-08-17,497.57794189453125,506.195052761594,496.30659126578615,504.87656823667515,6657699
2020-08-18,495.36480712890625,502.80471980986766,493.6225774724022,500.73284029918847,5555588
2020-08-19,495.7423400878906,502.8189814618716,494.7515642236493,500.082657094657,5414452
2020-08-20,492.8171691894531,499.9881985229407,491.6377292586006,494.89299498572166,4886692
2020-08-21,502.2998962402344,508.291486138189,494.70431397559196,496.8273060266324,9833484
2020-08-24,503.3377685546875,508.2442499134853,498.24256529942886,508.2442499134853,5675533
2020-08-25,495.459228515625,504.941974031602,493.90240196677644,503.4794220753057,4414315
2020-08-26,495.5063781738281,500.0825825441902,492.7700542145346,496.35554045820294,5205745
2020-08-27,502.20556640625,506.6874385348168,494.79870602971454,499.09185623489896,8564601
2020-08-28,524.379150390625,532.8711204374367,504.5645536147309,507.7254305406567,29017731
2020-08-31,490.88299560546875,529.3327449008515,485.03296088182054,529.0025246913103,20056792
2020-09-01,492.0152893066406,497.8653242636559,477.62611875092637,491.7794012647437,13860865
2020-09-02,485.4575500488281,495.9309552063617,480.45673549243685,493.949518854347,9636136
2020-09-03,493.90234375,497.110386241824,483.61760312626984,489.2789155599162,10052098
2020-09-04,483.52325439453125,500.4600250297496,479.56032430873773,488.75995669832986,12380025
2020-09-07,484.278076171875,488.9486702072347,475.78610795843736,486.87284423709207,6320017
2020-09-08,473.5687255859375,488.4296978331048,470.50218169896596,483.09860619366384,8519561
2020-09-09,480.5510559082031,483.8534881406626,465.73730574241074,468.9453770092437,10532163
2020-09-10,479.2772216796875,487.53330119325193,475.21993104178375,483.7590934156225,8572739
2020-09-11,477.0127258300781,483.42886823153657,474.2292645684568,478.38088781616074,5189670
2020-09-14,467.8130187988281,480.26791535145014,466.1146369029791,477.0126497903343,8041379
2020-09-15,477.8147277832031,483.47606858691876,468.0017927269451,469.8888967298763,11686574
2020-09-16,489.231689453125,490.6470173878978,474.98404915076156,481.35302485723906,10080107
2020-09-17,483.0987243652344,492.43991414183256,481.6833960711956,487.6277633881873,9959257
2020-09-18,493.8078918457031,504.8002951403021,485.92925606963666,488.24096987376134,25685130
2020-09-21,475.2200012207031,498.43138823988915,470.83248979025973,494.2325699492407,9977984
2020-09-22,480.1264343261719,485.9292732870229,465.7372665249542,480.7397373587149,9862141
2020-09-23,474.5123291015625,491.59062728642897,470.1248177456108,491.11885125256487,10846053
2020-09-24,458.3775939941406,472.95548530865665,455.73565965901474,469.4171649696891,8768744
2020-09-25,462.01025390625,468.0018151617612,456.53766355337615,468.0018151617612,9665092
2020-09-28,481.3059387207031,483.0986819768666,460.925207315819,467.05829605185346,12221177
2020-09-29,477.578857421875,488.61839896980723,476.02200232093975,488.61839896980723,8592449
2020-09-30,472.20062255859375,487.0615669564154,470.1719626683498,479.3244288313265,12981899
2020-10-01,478.2864685058594,481.6832612195749,473.00257192840405,476.5880865464615,6733075
2020-10-05,493.5720520019531,495.45915609309395,475.3615090404131,478.38088710420783,8831627
2020-10-06,491.63775634765625,497.81801040788514,489.70348627244863,496.30835024914836,8537178
2020-10-07,482.8627014160156,493.38332849843624,480.45665550631213,486.9671292861075,8346531
2020-10-08,494.5155944824219,496.30836637026783,482.8627499809593,485.5518502228828,9392711
2020-10-09,483.9478454589844,499.422063756975,482.20223969922375,495.3648016613366,11468529
2020-10-12,484.8914489746094,488.14665765946876,480.5510747450467,485.8350010780121,7092628
2020-10-13,474.7481994628906,490.5998908881649,473.2857053302707,484.9857447759989,8851580
2020-10-14,473.85186767578125,478.85268219850525,465.45423109980885,474.74822487781887,7640368
2020-10-15,462.6235656738281,476.21073843761116,461.39695950803394,476.21073843761116,6605127
2020-10-16,459.4154968261719,466.82238632985474,457.85864167066603,463.2840660696487,9085611
2020-10-19,456.3489074707031,463.18965929726204,453.7541395364911,462.2933021969415,5158764
2020-10-20,458.896484375,460.97228133256095,453.2823389046002,457.57551743929406,5550859
2020-10-21,462.5292053222656,464.41630933615505,454.3202913438778,461.3969313959631,7269981
2020-10-22,458.1416320800781,463.6614166775928,454.5089801539042,463.4727235669027,6428694
2020-10-23,457.1509704589844,466.5864910050934,455.6412814126222,460.45340265012254,6578265
2020-10-26,447.7154235839844,459.88723861369,444.5073525459497,459.88723861369,6499259
2020-10-27,443.8940734863281,449.8384398839729,440.8746954080469,447.809808735248,7693069
2020-10-28,437.24200439453125,448.8948777093982,435.3549003368985,446.30010963015314,7723679
2020-10-29,430.5899353027344,437.8081019136631,426.72136657425466,436.8645499698837,8297097
2020-10-30,439.4593811035156,442.52592536242366,430.1182212738267,432.7601555789162,8680701
2020-11-02,442.9033203125,444.4130093303563,433.1375509726891,441.4879922573078,7737909
2020-11-03,458.1888732910156,462.90663345917903,439.45935966442227,445.403725958339,16853462
2020-11-04,476.1635437011719,488.99585754032734,467.1997990863468,471.68167139375936,48182254
2020-11-05,483.5704040527344,484.98573206459605,474.1348839736566,479.3244200171494,14095319
2020-11-06,480.4095153808594,486.63696460350496,478.1449962439673,485.9293005735435,9251548
2020-11-09,481.35302734375,488.75991599963993,475.9747984407836,483.57038021199895,9718357
2020-11-10,463.189697265625,485.2216434720015,461.39695412310886,482.15509929838163,12767338
2020-11-11,477.4844970703125,479.6546840335682,464.22760246109004,467.05825857365767,11754997
2020-11-12,480.5038757324219,488.47690197781174,473.85184537721767,475.5030614450267,10911897
2020-11-13,479.7490234375,486.6841075657057,476.06914762058875,483.05145542042527,9501329
2020-11-14,484.98577880859375,486.40110695686786,481.40029235093596,482.1551225120455,1766237
2020-11-17,489.1374206542969,493.85518104799246,485.03293455787264,487.8164247081227,12411197
2020-11-18,484.0422058105469,489.0901862854977,480.26799757810596,484.98575786865706,6483702
2020-11-19,478.7111511230469,487.01442666195805,476.4937979872895,483.09866251384597,6843207
2020-11-20,474.84259033203125,483.57044718363835,468.00183766455535,481.2115669534743,7594535
2020-11-23,483.9006042480469,487.25025980974806,472.7195364517418,475.55019235863847,8931512
2020-11-24,490.78863525390625,493.2418476149999,479.51317643034264,484.51399091401714,9096230
2020-11-25,477.6260986328125,496.3084192461616,475.691799493776,491.7793805504787,10673809
2020-11-26,482.8155822753906,484.04218838881627,473.946170212445,477.4373242197681,7494355
2020-11-27,482.7684020996094,491.4018976245221,480.4567168469953,484.98575518287373,12954065
2020-12-01,508.9048156738281,512.1129159353425,483.7120200037034,488.7600008374157,25388623
2020-12-02,513.9055786132812,516.1229025994824,505.74383143203386,510.3672588971056,14234038
2020-12-03,517.3023071289062,520.3216845981957,510.4615561454415,518.9535228835357,9345458
2020-12-04,536.9282836914062,540.5609936456415,514.4245902863581,518.9536286181471,16177536
2020-12-07,549.4302368164062,558.1109254504238,535.041070944692,538.1547805661779,21232768
2020-12-08,536.5980834960938,549.1473147375912,533.8617594073379,549.1473147375912,10673103
2020-12-09,537.4000854492188,550.9872586850138,534.7109850081039,538.7682475081463,11144200
2020-12-10,533.2955322265625,542.3064411310423,528.483383101511,537.8245697167362,6755693
2020-12-11,536.0318603515625,540.6081220387712,530.2762162713868,535.8431960261872,6968494
2020-12-14,543.7218017578125,545.9863494344751,536.2677184461513,536.2677184461513,8582193
2020-12-15,539.3815307617188,547.2601670269447,536.8810948936751,542.5424069663676,5896090
2020-12-16,544.0520629882812,545.8448348335252,538.7681947967898,538.7681947967898,5135499
2020-12-17,539.098388671875,553.2045019751444,537.5415624936228,546.788360172708,9025916
2020-12-18,542.5424194335938,544.3351913337474,535.9375551970109,541.5988673997962,4940687
2020-12-21,521.3596801757812,552.8271759874702,509.2350592188423,541.4101614869606,12715463
2020-12-22,536.2205200195312,538.8624537563678,509.8954572130666,521.7841878237492,8012096
2020-12-23,542.1649169921875,544.0048547772192,534.1447255716531,537.8246011417165,4958783
2020-12-24,557.1202392578125,561.4133889494583,539.853250745906,542.1649068638271,7486583
2020-12-28,553.81787109375,565.6122713743484,551.5533232039371,565.1876614462778,12299793
2020-12-29,557.2617797851562,562.356983544483,550.2323635627246,556.5069497144746,7430043
2020-12-30,551.034423828125,561.4134968796822,548.6755435891347,561.4134968796822,5589703
2020-12-31,558.9130249023438,561.3191286634965,549.194450459708,551.647720304642,8835267
2021-01-01,562.5929565429688,565.8953889922776,552.779991371939,559.0546360615664,8229768
2021-01-04,570.2828979492188,575.0478244165437,561.6022073293262,566.1312457775772,11329298
2021-01-05,569.3865356445312,574.3401842511506,566.1312693279255,574.104296222264,7790158
2021-01-06,571.1320190429688,576.463110925213,562.4985527218835,569.999745115165,6422080
2021-01-07,567.9239501953125,573.6795941400574,564.244074499596,571.8396562921992,4555702
2021-01-08,585.757080078125,587.644184110329,569.9054177255812,572.736073773887,11451416
2021-01-11,585.9458618164062,592.5507266033867,579.3881631170769,588.493464037926,7516087
2021-01-12,575.2366333007812,588.6822524203974,572.7833629776738,585.9459279495853,6747035
2021-01-13,568.3014526367188,579.8128004699596,563.5365257618931,576.5103679204968,6186661
2021-01-14,572.7832641601562,577.123638172296,562.7344693162028,568.3013918935043,6730284
2021-01-15,570.1884765625,581.9828768620298,564.3384424959642,574.6231825930922,8389544
2021-01-18,548.6282958984375,573.0662569855238,545.7976400326856,569.9997131309593,7414570
2021-01-19,562.8758544921875,568.9617755496157,550.4209583353233,553.7706135335619,5500391
2021-01-20,561.1303100585938,569.5278871694165,559.4790942818221,567.2633972294599,5182972
2021-01-21,549.9965209960938,564.9517981705998,547.8735288526552,564.2441341227869,4546393
2021-01-22,542.7311401367188,553.8178765088855,538.3907662371121,549.9965022985759,5591688
2021-01-25,553.2988891601562,560.46986097849,534.9939582067406,544.5238099113475,8149590
2021-01-27,537.6359252929688,552.8271472506243,531.9274471343737,552.8271472506243,8534047
2021-01-28,532.4935913085938,542.0706679205001,519.3310859139956,523.5770702580204,9863454
2021-01-29,553.1102294921875,566.1312364116868,522.8221737902538,535.9375704697302,22539938
2021-02-01,556.8372802734375,565.56513696995,546.8827598071581,562.3570368779953,12621971
2021-02-02,575.0477905273438,582.0772645994515,558.1110202379936,563.2533902687218,15788247
2021-02-03,593.6829223632812,611.7991320507191,576.0384886698401,577.9255926458264,23788455
2021-02-04,595.8531494140625,604.8168943379478,590.8995009034943,596.7967015113136,7926593
2021-02-05,598.919677734375,607.8834224188596,587.9744967345226,597.7402376443113,10981738
2021-02-08,598.8252563476562,608.4494399768474,596.8437627376513,604.722455919386,6479801
2021-02-09,593.5428466796875,608.4385497024488,591.0681882913111,601.4428383440503,5794015
2021-02-10,596.8740844726562,601.1096084167964,584.5006776791151,593.0193039748656,6902162
2021-02-11,612.62646484375,617.4806245508775,592.0199591069685,592.0199591069685,11433578
2021-02-12,596.921630859375,622.8581911841795,592.352942566066,622.8581911841795,15471776
2021-02-15,597.2548828125,606.5825171724258,593.2573086315892,601.5379855577689,7310676
2021-02-16,600.7288818359375,603.9173901304372,592.9716848719659,600.5860885300328,6137454
2021-02-17,591.30615234375,601.9187528022098,589.9260297860178,598.397078787297,4700733
2021-02-18,586.356689453125,597.016866727175,584.5006668498224,592.0199140762103,5633766
2021-02-19,578.0284423828125,592.3054501384885,572.2224824661548,586.213961685376,7301975
2021-02-22,566.6068725585938,581.4073599302859,561.9430845815995,578.6947515198555,5330343
2021-02-23,574.9351196289062,579.0278504394573,563.4659344401271,566.321336134925,7564187
2021-02-24,572.46044921875,579.9796386657753,567.1303313125436,577.8380874402367,3296243
2021-02-25,580.1699829101562,589.0693524373553,573.6501727252397,577.1718461924038,6261754
2021-02-26,565.9405517578125,591.4012150291204,561.5622927129605,575.7917217486676,15404415
2021-03-01,575.3158569335938,581.3597672188992,568.2725095911709,571.0803328463244,5274758
2021-03-02,584.5958251953125,586.6421612269825,575.363349571944,579.6464514297996,4776776
2021-03-03,594.2567138671875,595.2561510264763,582.7399492147595,586.7851019859522,6626297
2021-03-04,589.1170043945312,606.0590437838857,586.3091809515095,592.0199846620761,11530735
2021-03-05,581.7404174804688,589.5927707991204,577.6476873694045,589.5927707991204,6127488
2021-03-08,585.1670532226562,591.9248729849063,581.8357508040737,582.0261225609391,4554461
2021-03-09,583.072998046875,590.9729891455057,578.2188384429439,588.212744292575,4035628
2021-03-10,595.8271484375,597.6355927323763,585.6904492722914,588.2127439846246,5825924
2021-03-12,584.02490234375,598.8254501104185,582.0261440561046,597.7308560379946,4264170
2021-03-15,576.315185546875,584.4054895553778,567.7489813025779,584.4054895553778,4030762
2021-03-16,573.2694702148438,580.5507677938962,570.3664901024849,576.7911439334266,4189930
2021-03-17,556.5653686523438,574.8875291423952,553.9479171537649,574.8875291423952,7667561
2021-03-18,546.8569946289062,563.0376039861574,544.4299148439776,559.0876665578644,5537584
2021-03-19,550.4260864257812,554.566452470566,535.0069103798044,543.4779560494095,6186643
2021-03-22,562.51416015625,564.9888185033742,550.7118093623526,550.7118093623526,7033955
2021-03-23,559.5159912109375,566.0358605467527,554.8997812764047,562.7045582577863,5341729
2021-03-24,557.0888671875,568.2249455788094,555.0901092092149,556.8033386325017,7299582
2021-03-25,547.9991455078125,559.6111233882085,543.9539933264696,556.2322431848041,4710869
2021-03-26,558.8972778320312,561.8478362113035,546.9045564054003,552.8533096646537,5761818
2021-03-30,568.89111328125,570.1284421882099,558.9447874374395,566.2736621693676,4637718
2021-03-31,568.986328125,576.791103855231,566.9875703093533,569.3670715628815,5269919
2021-04-01,581.3121948242188,583.1682175438312,568.558044021375,571.0803387548608,6033653
2021-04-05,579.4561767578125,582.4543717976703,564.1797891921052,582.2164216546117,5353987
2021-04-06,590.544677734375,591.9248001852816,574.4116463870326,579.4085994003416,7444994
2021-04-07,591.1157836914062,598.1115533441491,586.4519953495459,591.0682052774356,4757224
2021-04-08,584.6434326171875,595.8270880233771,583.7392105614333,590.6397638971673,3222479
2021-04-09,606.0589599609375,611.0559125165636,580.122396696021,583.4536983997718,16755446
2021-04-12,589.49755859375,614.7202693687935,585.5476217623094,608.200459820861,15229597
2021-04-13,597.1121215820312,604.9168986227347,586.4043641432527,593.9236126042491,7399207
2021-04-15,602.7276611328125,610.5800151862602,596.3030078163554,603.0607680674603,8588761
2021-04-16,614.91064453125,618.6702677771686,596.1601647968846,602.727610876757,9804095
2021-04-19,609.7710571289062,620.0029132349464,604.3933606823666,612.9595657944002,11340358
2021-04-20,614.0541381835938,627.7124526188778,608.3433349755372,612.7691726058044,13831258
2021-04-22,609.1046752929688,626.2846608292789,607.3438097036626,619.3365295542374,11295290
2021-04-23,607.2011108398438,614.6727211614061,599.7770789222915,605.8209885638134,7668180
2021-04-26,604.1077880859375,612.959521104345,600.5861146224249,612.959521104345,6527947
2021-04-27,608.4385986328125,611.4843724972693,601.5380435446813,602.20431565461,5112384
