Stock,Model,Window,Seed,MAE,MSE,RMSE,MAPE,R2,Epochs Run,Test Points
HDFC Bank,LSTM,30,17,21.47383026694925,746.2870765147587,27.318255370992468,2.7632267731063065,0.7224783741597309,19,587
HDFC Bank,LSTM,30,18,42.169985301652986,2163.138406752421,46.50955177974112,5.4265130839263875,0.1955941534415826,23,587
HDFC Bank,BiLSTM,30,16,14.626044252255904,376.54783198390356,19.40484042665395,1.9125556085407467,0.8599732330528509,36,587
HDFC Bank,BiLSTM,30,17,17.411428006381744,519.0606168801656,22.78290185380619,2.24903918878843,0.8069770322447922,18,587
HDFC Bank,BiLSTM,30,18,15.44197584213958,410.7994956326187,20.268189253917544,2.0128692622673046,0.8472360737442407,33,587
Maruti,LSTM,1,16,167.29727371017654,53783.934970833645,231.91363687983863,1.5900841508077042,0.9768730801413391,21,616
Maruti,LSTM,1,17,415.4714537781554,306122.2318584435,553.2831389609153,3.7383188316253255,0.8683684202916013,41,616
Maruti,LSTM,1,18,496.4660834770698,436685.3393797008,660.8217152755354,4.44752417680433,0.8122267020298326,42,616
Maruti,BiLSTM,1,16,305.0495074383624,166591.0442712481,408.15566181451914,2.7792473842098224,0.928366384272161,25,616
Maruti,BiLSTM,1,17,431.43939684582995,337523.61100659706,580.96782269468,3.8644876654666196,0.8548659277832977,37,616
Maruti,BiLSTM,1,18,301.5646251331676,167674.7581659807,409.48108401485496,2.7346388136646227,0.9279003907667251,38,616
Maruti,LSTM,2,16,249.39754430259146,111995.5562296631,334.65737139597434,2.3256131777869182,0.9517883233951095,17,615
Maruti,LSTM,2,17,206.31184657647358,81052.97875306083,284.6980483829505,1.9359878561819521,0.9651084370571603,22,615
Maruti,LSTM,2,18,495.5663197090955,428593.6490938136,654.6706416923043,4.460986941545156,0.8154996581949382,21,615
Maruti,BiLSTM,2,16,300.3431989964431,160403.08558669672,400.50354004265273,2.7504588112644814,0.9309499238266727,34,615
Maruti,BiLSTM,2,17,476.8526256034045,399191.34802534094,631.815913083345,4.284253580690475,0.8281567160128928,37,615
Maruti,BiLSTM,2,18,357.18324996824185,208633.5937300213,456.7642649442065,3.2912237349833133,0.910187728080913,11,615
Maruti,LSTM,3,16,442.66263105659607,340822.2382483335,583.799827208208,4.008390479116849,0.8531329079692174,21,614
Maruti,LSTM,3,17,244.98199323722517,115659.35490066493,340.0872754171566,2.271734048977873,0.9501600799064057,16,614
Maruti,LSTM,3,18,574.8063567220582,565657.7754376133,752.1022373571383,5.171643153498327,0.7562467960127893,21,614
