Stock,Model,Window,Seed,MAE,MSE,RMSE,MAPE,R2,Epochs Run,Test Points
Sun Pharma,LSTM,10,17,116.89994266516294,24859.8690712044,157.6701273900811,7.95855233154712,0.7702854651261279,31,607
Sun Pharma,LSTM,10,18,268.1811366576143,125109.74782636293,353.70856340547215,18.357103536854407,-0.15606109782009536,11,607
Sun Pharma,BiLSTM,10,16,161.32970316602527,52045.20530839169,228.1341826828932,10.66705296369927,0.51908273951126,11,607
Sun Pharma,BiLSTM,10,17,140.73502677904912,40192.302206442066,200.48017908621807,9.28692906746959,0.6286080195990493,20,607
Sun Pharma,BiLSTM,10,18,101.18286384192879,20262.38055365747,142.34598889205648,6.7560559425152436,0.8127679871929706,23,607
Sun Pharma,LSTM,15,16,167.6777416748858,59747.68265364723,244.43339103659144,10.877124260132092,0.4454526356280808,11,602
Sun Pharma,LSTM,15,17,91.73568624198634,15257.70560863835,123.52208550958954,6.251594463402404,0.8583857974763387,27,602
Sun Pharma,LSTM,15,18,255.08349447155317,119301.67457883092,345.400744901963,17.163834270002422,-0.10729699068602305,11,602
Sun Pharma,BiLSTM,15,16,81.07628167744886,12839.434057915534,113.31122653080556,5.420560349751356,0.8808309544301719,42,602
Sun Pharma,BiLSTM,15,17,140.4984426910299,39811.267110008215,199.5276098939899,9.253179775769329,0.6304922255120493,37,602
Sun Pharma,BiLSTM,15,18,107.48110911220411,22560.59082914759,150.20183364109639,7.152817816557287,0.7906041602399558,28,602
Sun Pharma,LSTM,20,16,81.67610513505025,12545.579191625018,112.00704974074185,5.5163439039788065,0.882989116475311,25,597
Sun Pharma,LSTM,20,17,89.3602594474652,16843.145050221734,129.7811428914915,5.882212352500911,0.8429063135660892,20,597
Sun Pharma,LSTM,20,18,160.3183027360108,42987.43451885739,207.33411325408414,11.085580193060713,0.5990621384089574,43,597
Sun Pharma,BiLSTM,20,16,76.60511286494321,11948.969280500938,109.31134104245972,5.070015243496783,0.8885536146745506,32,597
Sun Pharma,BiLSTM,20,17,121.43714268363301,30398.215453861292,174.35084012949662,7.933714546447512,0.7164800450022556,60,597
Sun Pharma,BiLSTM,20,18,158.901899123711,50204.32526047384,224.06321710730174,10.486340234627315,0.5317511957191678,12,597
Sun Pharma,LSTM,30,16,192.61635130796157,74149.9653361182,272.3049124347892,12.585881835618576,0.3044272053340956,11,587
Sun Pharma,LSTM,30,17,108.83189410286015,23324.532233648413,152.7237120870509,7.198924411250092,0.7812013802502591,20,587
Sun Pharma,LSTM,30,18,259.9428188967339,121424.12763758843,348.4596499418382,17.45222270774109,-0.1390338406484326,11,587
Sun Pharma,BiLSTM,30,16,113.27587557895016,23287.634267621303,152.60286454592293,7.63813332308738,0.7815475061213991,37,587
Sun Pharma,BiLSTM,30,17,108.41052277287186,24740.100665889102,157.2898619297795,7.043098371218889,0.7679224679002505,34,587
Sun Pharma,BiLSTM,30,18,60.96985830277763,7824.879196800793,88.45834724208221,4.00429916881592,0.9265977662137804,49,587
